apps/frappe/frappe/core/page/permission_manager/permission_manager_help.html +14,"Meaning of Submit, Cancel, Amend","Arti dari Kirim, Batal, Ubah"
apps/frappe/frappe/core/page/permission_manager/permission_manager_help.html +16,"Certain documents, like an Invoice, should not be changed once final. The final state for such documents is called Submitted. You can restrict which roles can Submit.","Dokumen tertentu, seperti Faktur, tidak boleh berubah setelah dikirim. Keadaan akhir untuk dokumen itu disebut Dikirim. Anda dapat mengatur peran yang dapat Mengirim."
apps/frappe/frappe/core/page/permission_manager/permission_manager_help.html +17,"You can change Submitted documents by cancelling them and then, amending them.","Anda dapat mengubah dokumen yang telah terkirim dengan membatalkannya, kemudian mengubahnya."
apps/frappe/frappe/core/page/permission_manager/permission_manager_help.html +18,"When you Amend a document after Cancel and save it, it will get a new number that is a version of the old number.","Ketika anda Mengubah dokumen setelah Membatalkan dan menyimpannya, dokumen tersebut akan mendapatkan nomor baru yang merupakan versi dari nomor lama."
apps/frappe/frappe/core/page/permission_manager/permission_manager_help.html +19,For example if you cancel and amend INV004 it will become a new document INV004-1. This helps you to keep track of each amendment.,Misalnya jika anda membatalkan dan mengubah INV004 akan menjadi dokumen baru sebagai INV004-1. Hal ini akan membantu anda melacak setiap perubahan.
apps/frappe/frappe/core/page/permission_manager/permission_manager_help.html +22,Permission Levels,Tingkat Izin
apps/frappe/frappe/core/page/permission_manager/permission_manager_help.html +24,"Permissions at level 0 are Document Level permissions, i.e. they are primary for access to the document.","Izin di tingkat 0 adalah Izin tingkat Dokumen, terutama digunakan untuk akses ke dokumen."
apps/frappe/frappe/core/page/permission_manager/permission_manager_help.html +25,"If a Role does not have access at Level 0, then higher levels are meaningless.","Jika suatu Peran tidak memiliki akses Tingkat 0, maka tingkat yang lebih tinggi tidak ada artinya."
apps/frappe/frappe/core/page/permission_manager/permission_manager_help.html +26,Permissions at higher levels are Field Level permissions. All Fields have a Permission Level set against them and the rules defined at that permissions apply to the field. This is useful in case you want to hide or make certain field read-only for certain Roles.,Izin di tingkat yang lebih tinggi adalah izin tingkat Bidang Isian (Field). Semua Field memiliki satu set Tingkat Izin dan aturan yang ditetapkan pada Izin berlaku untuk Field tersebut. Hal ini berguna jika anda ingin menyembunyikan atau membuat Field tertentu read-only untuk Peran tertentu.
apps/frappe/frappe/core/page/permission_manager/permission_manager_help.html +27,You can use Customize Form to set levels on fields.,Gunakan Modifikasi Formulir untuk mengatur tingkatan izin pada Field.
apps/frappe/frappe/core/page/permission_manager/permission_manager_help.html +27,Setup > Customize Form,Tautan: Pengaturan > Modifikasi Formulir
apps/frappe/frappe/core/page/permission_manager/permission_manager_help.html +30,User Permissions,Izin Pengguna
apps/frappe/frappe/core/page/permission_manager/permission_manager_help.html +32,"To give acess to a role for only specific records, check the Apply User Permissions. User Permissions are used to limit users with such role to specific records.","Untuk memberikan akses kepada suatu peran hanya untuk data tertentu, tandai Terapkan Izin. Izin pengguna digunakan untuk membatasi pengguna dengan peran tersebut hanya kepada data tertentu."
apps/frappe/frappe/core/page/permission_manager/permission_manager_help.html +33,Setup > User Permissions Manager,Tautan: Pengaturan > Pengelolaan Izin Pengguna
apps/frappe/frappe/core/page/permission_manager/permission_manager_help.html +34,Select Document Types to set which User Permissions are used to limit access.,Pilih Jenis Dokumen yang akan diatur pembatasan aksesnya dengan Izin Pengguna.
apps/frappe/frappe/core/page/permission_manager/permission_manager_help.html +35,"Once you have set this, the users will only be able access documents (eg. Blog Post) where the link exists (eg. Blogger).","Setelah anda mengatur hal ini, pengguna tersebut (misalnya Blogger) hanya bisa mengakses dokumen yang terkait (misalnya Blog Post)."
apps/frappe/frappe/core/page/permission_manager/permission_manager_help.html +36,"Apart from System Manager, roles with Set User Permissions right can set permissions for other users for that Document Type.","Selain System Manager, peran yang mempunyai hak Atur Izin Pengguna bisa menentukan hak akses pengguna lain untuk DocType tersebut."
apps/frappe/frappe/core/page/permission_manager/permission_manager_help.html +38,"If these instructions where not helpful, please add in your suggestions on GitHub Issues.","Jika instruksi ini tidak membantu, silakan kirimkan saran anda kepada kami"
apps/frappe/frappe/core/page/permission_manager/permission_manager_help.html +39,Submit an Issue,.
apps/frappe/frappe/core/page/usage_info/usage_info.html +5,You have {0} days left in your subscription,Anda memiliki {0} hari tersisa dalam langganan anda
apps/frappe/frappe/core/page/usage_info/usage_info.html +7,You have subscribed for one user free plan,Anda telah berlangganan satu paket gratis
apps/frappe/frappe/core/page/usage_info/usage_info.html +18,Users,Pengguna
apps/frappe/frappe/core/page/usage_info/usage_info.html +31,Emails,Email
apps/frappe/frappe/core/page/usage_info/usage_info.html +47,Space,Penyimpanan
apps/frappe/frappe/core/page/usage_info/usage_info.html +60,Database Size:,Ukuran Basis Data:
apps/frappe/frappe/core/page/usage_info/usage_info.html +63,Files Size:,Ukuran File:
apps/frappe/frappe/core/page/usage_info/usage_info.html +66,Backup Size:,Ukuran Cadangan:
apps/frappe/frappe/core/page/usage_info/usage_info.js +20,Upgrade,Meningkatkan
apps/frappe/frappe/core/page/usage_info/usage_info.js +20,Renew / Upgrade,Perpanjang / Tingkatkan
apps/frappe/frappe/core/report/feedback_ratings/feedback_ratings.js +21,Document ID,ID Dokumen
apps/frappe/frappe/core/report/feedback_ratings/feedback_ratings.js +26,Please select Document Type first,Silakan pilih Document Type pertama
apps/frappe/frappe/core/report/feedback_ratings/feedback_ratings.js +33,From Date,Dari Tanggal
apps/frappe/frappe/core/report/feedback_ratings/feedback_ratings.js +40,To Date,Sampai Tanggal
apps/frappe/frappe/core/report/permitted_documents_for_user/permitted_documents_for_user.js +30,Show Permissions,Tampilkan Perijinan
apps/frappe/frappe/core/report/permitted_documents_for_user/permitted_documents_for_user.py +33,Please specify user,Silakan tentukan pengguna
apps/frappe/frappe/core/report/permitted_documents_for_user/permitted_documents_for_user.py +36,Please specify doctype,Silakan tentukan doctype
apps/frappe/frappe/custom/doctype/custom_field/custom_field.js +51,Special Characters are not allowed,Karakter spesial tidak diperbolehkan
apps/frappe/frappe/custom/doctype/custom_field/custom_field.js +60,Name of the Document Type (DocType) you want this field to be linked to. e.g. Customer,Nama Tipe Dokumen (DocType) anda ingin bidang ini dapat dihubungkan dengan. misalnya Pelanggan
apps/frappe/frappe/custom/doctype/custom_field/custom_field.js +63,Options for select. Each option on a new line.,Opsi untuk Pilihan. Setiap opsi pada baris baru.
apps/frappe/frappe/custom/doctype/custom_field/custom_field.js +63,Option 1,Pilihan 1
apps/frappe/frappe/custom/doctype/custom_field/custom_field.js +63,e.g.:,misalnya:
apps/frappe/frappe/custom/doctype/custom_field/custom_field.js +63,Option 2,Pilihan 2
apps/frappe/frappe/custom/doctype/custom_field/custom_field.js +63,Option 3,Pilihan 3
apps/frappe/frappe/custom/doctype/custom_field/custom_field.js +66,Fieldname which will be the DocType for this link field.,Fieldname yang akan menjadi DocType untuk bidang link ini.
apps/frappe/frappe/custom/doctype/custom_field/custom_field.py +19,Label is mandatory,Label adalah wajib
apps/frappe/frappe/custom/doctype/custom_field/custom_field.py +40,Fieldname not set for Custom Field,Fieldname tidak ditetapkan untuk Bidang Kustom
apps/frappe/frappe/custom/doctype/custom_field/custom_field.py +72,"Insert After field '{0}' mentioned in Custom Field '{1}', with label '{2}', does not exist","Masukkan Setelah bidang '{0}' disebutkan dalam Custom Field '{1}', dengan label '{2}', tidak ada"
apps/frappe/frappe/custom/doctype/custom_field/custom_field.py +76,Insert After cannot be set as {0},Masukkan Setelah tidak dapat ditetapkan sebagai {0}
apps/frappe/frappe/custom/doctype/customize_form/customize_form.js +71,Refresh Form,Refresh Formulir
apps/frappe/frappe/custom/doctype/customize_form/customize_form.js +76,Remove all customizations?,Hapus semua kustomisasi?
apps/frappe/frappe/custom/doctype/customize_form/customize_form.js +79,Set Permissions,Atur Izin
apps/frappe/frappe/custom/doctype/customize_form/customize_form.js +84,Export Customizations,Kustomisasi ekspor
apps/frappe/frappe/custom/doctype/customize_form/customize_form.js +88,Module to Export,Modul untuk Ekspor
apps/frappe/frappe/custom/doctype/customize_form/customize_form.js +90,Sync on Migrate,Selaraskan saat Migrasi
apps/frappe/frappe/custom/doctype/customize_form/customize_form.js +92,Export Custom Permissions,Ekspor Izin Kustom
apps/frappe/frappe/custom/doctype/customize_form/customize_form.js +105,Select Module,Pilih Modul
apps/frappe/frappe/custom/doctype/customize_form/customize_form.js +133,Cannot delete standard field. You can hide it if you want,Tidak dapat menghapus bidang standar. anda dapat menyembunyikannya jika anda ingin
apps/frappe/frappe/custom/doctype/customize_form/customize_form.js +168,All customizations will be removed. Please confirm.,Semua kustomisasi akan terhapus. Silakan konfirmasi.
apps/frappe/frappe/custom/doctype/customize_form/customize_form.js +179,Customizations Reset,Penyesuaian ulang Reset
apps/frappe/frappe/custom/doctype/customize_form/customize_form.js +206,Help: Field Properties,Bantuan: Field Properties
apps/frappe/frappe/custom/doctype/customize_form/customize_form.js +214,Set the display label for the field,Mengatur label tampilan untuk lapangan
apps/frappe/frappe/custom/doctype/customize_form/customize_form.js +218,"Change type of field. (Currently, Type change is \
						allowed among 'Currency and Float')","Ubah jenis bidang isian. (Saat ini, perubahan Jenis \...
 diperbolehkan antara 'Currency dan Float')"
apps/frappe/frappe/custom/doctype/customize_form/customize_form.js +223,Specify the value of the field,Tentukan nilai bidang isian
apps/frappe/frappe/custom/doctype/customize_form/customize_form.js +228,Assign a permission level to the field.,Menetapkan tingkat izin ke kotak isian.
apps/frappe/frappe/custom/doctype/customize_form/customize_form.js +229,Permissions can be managed via Setup > Role Permissions Manager,Perizinan dapat dikelola melalui Pengaturan > Peran Pengelola Perizinan
apps/frappe/frappe/custom/doctype/customize_form/customize_form.js +235,Width of the input box,Lebar kotak isian
apps/frappe/frappe/custom/doctype/customize_form/customize_form.js +240,Reqd,Diperlukan
apps/frappe/frappe/custom/doctype/customize_form/customize_form.js +241,Mark the field as Mandatory,Tandai isian sebagai Wajib
apps/frappe/frappe/custom/doctype/customize_form/customize_form.js +245,Use the field to filter records,Gunakan isian untuk menyaring catatan
apps/frappe/frappe/custom/doctype/customize_form/customize_form.js +249,Hide field in form,Sembunyikan bidang isian dalam formulir
apps/frappe/frappe/custom/doctype/customize_form/customize_form.js +253,Hide field in Standard Print Format,Sembunyikan bidang isian di Format Cetak Standard
apps/frappe/frappe/custom/doctype/customize_form/customize_form.js +257,Hide field in Report Builder,Sembunyikan bidang isian dalam Pembuat Laporan
apps/frappe/frappe/custom/doctype/customize_form/customize_form.js +261,Allow field to remain editable even after submission,Bidang isian tetap bisa diedit bahkan setelah pengajuan
apps/frappe/frappe/custom/doctype/customize_form/customize_form.js +274,Show a description below the field,Tampilkan deskripsi di bawah kotak isian
apps/frappe/frappe/custom/doctype/customize_form/customize_form.js +278,Specify a default value,Tentukan nilai standar
apps/frappe/frappe/custom/doctype/customize_form/customize_form.js +284,Press Esc to close,Tekan Esc untuk menutup
apps/frappe/frappe/custom/doctype/customize_form/customize_form.py +153,{0} updated,{0} diperbarui
apps/frappe/frappe/custom/doctype/customize_form/customize_form.py +177,Row {0}: Not allowed to enable Allow on Submit for standard fields,Baris {0}: Tidak diizinkan untuk mengaktifkan Memungkinkan Submit untuk bidang standar
apps/frappe/frappe/custom/doctype/customize_form/customize_form.py +196,You cannot unset 'Read Only' for field {0},Anda tidak bisa unset 'Read Only' untuk bidang {0}
apps/frappe/frappe/custom/doctype/customize_form/customize_form.py +200,You can't set 'Options' for field {0},Anda tidak dapat menyetel 'Pilihan' untuk bidang {0}
apps/frappe/frappe/custom/doctype/customize_form/customize_form.py +322,Fieldtype cannot be changed from {0} to {1} in row {2},Fieldtype tidak dapat diubah dari {0} ke {1} di baris {2}
apps/frappe/frappe/custom/doctype/property_setter/property_setter.js +7,Value for a check field can be either 0 or 1,Nilai untuk bidang pemeriksaan dapat berupa 0 atau 1
apps/frappe/frappe/custom/doctype/property_setter/property_setter.py +28,Field type cannot be changed for {0},Jenis bidang isian tidak dapat diubah untuk {0}
apps/frappe/frappe/data_migration/doctype/data_migration_connector/data_migration_connector.js +7,New Connection,Koneksi baru
apps/frappe/frappe/data_migration/doctype/data_migration_connector/data_migration_connector.js +15,Connection Name,Nama koneksi
apps/frappe/frappe/data_migration/doctype/data_migration_connector/data_migration_connector.py +16,Enter python module or select connector type,Masukkan modul python atau pilih tipe konektor
apps/frappe/frappe/data_migration/doctype/data_migration_connector/data_migration_connector.py +22,Invalid module path,Jalur modul tidak valid
apps/frappe/frappe/data_migration/doctype/data_migration_connector/data_migration_connector.py +36,Please enable developer mode to create new connection,Harap aktifkan mode pengembang untuk membuat koneksi baru
apps/frappe/frappe/data_migration/doctype/data_migration_plan/data_migration_plan.js +6,Run,Menjalankan
apps/frappe/frappe/data_migration/doctype/data_migration_run/data_migration_run.js +11,Currently updating {0},Sedang memperbarui {0}
apps/frappe/frappe/data_migration/doctype/data_migration_run/data_migration_run.py +19,There are failed runs with the same Data Migration Plan,Ada beberapa yang gagal dalam Migrasi Data yang sama
apps/frappe/frappe/database.py +257,Too many writes in one request. Please send smaller requests,Terlalu banyak menulis dalam satu permintaan. Harap kirim permintaan yang lebih sedikit
apps/frappe/frappe/desk/doctype/bulk_update/bulk_update.js +8,"Field ""value"" is mandatory. Please specify value to be updated","Kolom ""nilai"" harus diisi. Silakan tentukan nilai untuk diperbarui"
apps/frappe/frappe/desk/doctype/bulk_update/bulk_update.py +23,; not allowed in condition,; tidak diijinkan dalam kondisi
apps/frappe/frappe/desk/doctype/bulk_update/bulk_update.py +36,Validation failed for {0},Validasi gagal untuk {0}
apps/frappe/frappe/desk/doctype/bulk_update/bulk_update.py +40,Updating Records,Rekaman memperbarui
apps/frappe/frappe/desk/doctype/bulk_update/bulk_update.py +44,{0} records updated,{0} catatan diperbarui
apps/frappe/frappe/desk/doctype/calendar_view/calendar_view.js +10,Show Calendar,Tampilkan Kalender
apps/frappe/frappe/desk/doctype/desktop_icon/desktop_icon.py +164,Desktop Icon already exists,Ikon Desktop sudah ada
apps/frappe/frappe/desk/doctype/desktop_icon/desktop_icon.py +297,{0} not found,{0} tidak ditemukan
apps/frappe/frappe/desk/doctype/event/event.py +24,Event end must be after start,Akhir acara harus setelah mulai
apps/frappe/frappe/desk/doctype/event/event.py +31,Every day events should finish on the same day.,Setiap acara harian harus selesai pada hari yang sama.
apps/frappe/frappe/desk/doctype/event/event.py +61,Upcoming Events for Today,Acara Mendatang untuk Hari Ini
apps/frappe/frappe/desk/doctype/event/event.py +66,Events In Today's Calendar,Acara Dalam Kalender Hari ini
apps/frappe/frappe/desk/doctype/kanban_board/kanban_board.py +20,Column Name cannot be empty,Nama kolom tidak boleh kosong
apps/frappe/frappe/desk/doctype/kanban_board/kanban_board.py +45,Column <b>{0}</b> already exist.,Kolom <b>{0}</b> sudah ada.
apps/frappe/frappe/desk/doctype/note/note_list.js +3,Notes,Catatan
apps/frappe/frappe/desk/doctype/todo/todo.py +20,Assigned to {0}: {1},Ditugaskan untuk {0}: {1}
apps/frappe/frappe/desk/doctype/todo/todo.py +28,Assignment closed by {0},Penugasan ditutup oleh {0}
apps/frappe/frappe/desk/doctype/todo/todo_list.js +7,To Do,To Do
apps/frappe/frappe/desk/doctype/todo/todo_list.js +22,Assigned By Me,Ditugaskan Oleh Saya
apps/frappe/frappe/desk/form/assign_to.py +42,Already in user's To Do list,Sudah ada di daftar To Do pengguna
apps/frappe/frappe/desk/form/assign_to.py +71,Shared with user {0} with read access,Dibagi kepada pengguna {0} dengan akses baca
apps/frappe/frappe/desk/form/assign_to.py +145,"The task {0}, that you assigned to {1}, has been closed.","Tugas {0}, yang diberikan kepada {1}, telah ditutup."
apps/frappe/frappe/desk/form/assign_to.py +151,"The task {0}, that you assigned to {1}, has been closed by {2}.","Tugas {0}, yang diberikan kepada {1}, telah ditutup oleh {2}."
apps/frappe/frappe/desk/form/assign_to.py +158,"A new task, {0}, has been assigned to you by {1}. {2}","Sebuah tugas baru, {0}, telah diberikan kepada anda oleh {1}. {2}"
apps/frappe/frappe/desk/form/load.py +46,Did not load,Tidak memuat
apps/frappe/frappe/desk/form/save.py +25,{0} {1} already exists,{0} {1} sudah ada
apps/frappe/frappe/desk/form/save.py +34,Did not save,Tidak menyimpan
apps/frappe/frappe/desk/form/save.py +50,Did not cancel,Tidak membatalkan
apps/frappe/frappe/desk/form/utils.py +56,This method can only be used to create a Comment,Metode ini hanya dapat digunakan untuk membuat Komentar
apps/frappe/frappe/desk/form/utils.py +68,Comment can only be edited by the owner,Komentar hanya bisa diedit oleh pemiliknya
apps/frappe/frappe/desk/form/utils.py +103,No further records,Tidak ada catatan lebih lanjut
apps/frappe/frappe/desk/like.py +38,You cannot like something that you created,Anda tidak bisa menandai Suka untuk yang anda buat sendiri
apps/frappe/frappe/desk/like.py +84,{0}: {1} in {2},{0}: {1} di {2}
apps/frappe/frappe/desk/like.py +89,Liked,Menyukai
apps/frappe/frappe/desk/moduleview.py +37,Custom Reports,Laporan Kustom
apps/frappe/frappe/desk/moduleview.py +84,Module Not Found,Modul Tidak Ditemukan
apps/frappe/frappe/desk/moduleview.py +94,Standard Reports,Laporan Standar
apps/frappe/frappe/desk/page/activity/activity.js +45,Build Report,Buat Laporan
apps/frappe/frappe/desk/page/activity/activity.js +58,Show Likes,Tampilkan Suka
apps/frappe/frappe/desk/page/activity/activity_row.html +17,Commented on {0}: {1},Komentar pada {0}: {1}
apps/frappe/frappe/desk/page/activity/activity_row.html +19,Communicated via {0} on {1}: {2},Dikomunikasikan melalui {0} pada {1}: {2}
apps/frappe/frappe/desk/page/activity/activity_row.html +21,Updated {0}: {1},Diperbarui {0}: {1}
apps/frappe/frappe/desk/page/activity/activity_row.html +34,{0} {1} to {2},{0} {1} sampai {2}
apps/frappe/frappe/desk/page/applications/application_row.html +18,Install,Memasang
apps/frappe/frappe/desk/page/applications/application_row.html +26,Publisher,Penerbit
apps/frappe/frappe/desk/page/applications/applications.js +25,No Apps Installed,Tidak ada Apps Terpasang
apps/frappe/frappe/desk/page/applications/applications.js +44,Select Category...,Pilih Kategori...
apps/frappe/frappe/desk/page/applications/applications.js +45,Not Set,Tidak Diatur
apps/frappe/frappe/desk/page/applications/applications.js +46,Domains,Domain
apps/frappe/frappe/desk/page/applications/applications.js +47,Developer Tools,Alat Pengembang
apps/frappe/frappe/desk/page/applications/applications.js +49,Portal,Situs Gerbang
apps/frappe/frappe/desk/page/applications/applications.js +50,Regional Extensions,Tambahan Regional
apps/frappe/frappe/desk/page/applications/applications.js +61,Search Results,Hasil Pencarian
apps/frappe/frappe/desk/page/applications/applications.js +77,Installed,Terpasang
apps/frappe/frappe/desk/page/applications/applications.js +95,Installed Apps,Aplikasi terpasang
apps/frappe/frappe/desk/page/applications/applications.js +129,Featured,Unggulan
apps/frappe/frappe/desk/page/applications/applications.js +147,No matching apps found,Tidak ada aplikasi yang cocok
apps/frappe/frappe/desk/page/applications/applications.js +164,Install {0}?,Pasang {0}?
apps/frappe/frappe/desk/page/applications/applications.js +175,Remove {0} and delete all data?,Buang {0} dan hapus semua data?
apps/frappe/frappe/desk/page/applications/applications.py +72,Listing app not allowed,Aplikasi tercantum tidak diizinkan
apps/frappe/frappe/desk/page/applications/applications.py +76,You cannot install this app,Anda tidak dapat memasang aplikasi ini
apps/frappe/frappe/desk/page/applications/applications.py +80,Queued for install,Mengantri untuk dipasang
apps/frappe/frappe/desk/page/applications/applications.py +84,Installing App {0},Memasang App {0}
apps/frappe/frappe/desk/page/applications/applications.py +89,{0} Installed,{0} Terpasang
apps/frappe/frappe/desk/page/applications/applications.py +100,Queued for backup and removing {0},Menunggu untuk dicadangkan dan dihapus {0}
apps/frappe/frappe/desk/page/applications/applications.py +104,App {0} removed,App {0} dihapus
apps/frappe/frappe/desk/page/applications/applications.py +110,Unknown app {0},App {0} tak dikenal
apps/frappe/frappe/desk/page/applications/applications.py +113,Downloading App {0},Mengunduh Aplikasi {0}
apps/frappe/frappe/desk/page/backups/backups.html +13,Size,Ukuran
apps/frappe/frappe/desk/page/backups/backups.js +8,Set Number of Backups,Atur Jumlah Cadangan
apps/frappe/frappe/desk/page/backups/backups.js +12,Download Files Backup,Unduh File Cadangan
apps/frappe/frappe/desk/page/backups/backups.py +70,Queued for backup. You will receive an email with the download link,Diantrikan untuk pencadangan. anda akan menerima email dengan tautan unduh
apps/frappe/frappe/desk/page/backups/backups.py +72,Backup job is already queued. You will receive an email with the download link,Pekerjaan cadangan sudah dalam antrian. anda akan menerima Email dengan tautan unduh
apps/frappe/frappe/desk/page/backups/backups.py +79,File backup is ready,File cadangan sudah siap
apps/frappe/frappe/desk/page/chat/chat.js +54,Message from {0},Pesan dari {0}
apps/frappe/frappe/desk/page/chat/chat.py +136,New Message from {0},Pesan baru dari {0}
apps/frappe/frappe/desk/page/chat/chat.py +143,New Message,Pesan baru
apps/frappe/frappe/desk/page/chat/chat_main.html +12,Ctrl + Enter to post,Ctrl + Enter untuk mengirim
apps/frappe/frappe/desk/page/chat/chat_main.html +14,Post,Post
apps/frappe/frappe/desk/page/modules/modules.js +24,Install Apps,Pasang Aplikasi
apps/frappe/frappe/desk/page/setup_wizard/install_fixtures.py +15,Male,Laki-laki
apps/frappe/frappe/desk/page/setup_wizard/install_fixtures.py +15,Female,Perempuan
apps/frappe/frappe/desk/page/setup_wizard/install_fixtures.py +16,Mr,Mr
apps/frappe/frappe/desk/page/setup_wizard/install_fixtures.py +16,Prof,Prof
apps/frappe/frappe/desk/page/setup_wizard/install_fixtures.py +16,Ms,Ms
apps/frappe/frappe/desk/page/setup_wizard/install_fixtures.py +16,Dr,Dr
apps/frappe/frappe/desk/page/setup_wizard/install_fixtures.py +16,Mrs,Ny.
apps/frappe/frappe/desk/page/setup_wizard/install_fixtures.py +16,Madam,Ny.
apps/frappe/frappe/desk/page/setup_wizard/install_fixtures.py +16,Master,Tn.
apps/frappe/frappe/desk/page/setup_wizard/install_fixtures.py +16,Mx,Mx
apps/frappe/frappe/desk/page/setup_wizard/install_fixtures.py +16,Miss,Nona
apps/frappe/frappe/desk/page/setup_wizard/setup_wizard.js +51,Complete Setup,Pengaturan Selesai
apps/frappe/frappe/desk/page/setup_wizard/setup_wizard.js +218,Failed to complete setup,Gagal menyelesaikan penyiapan
apps/frappe/frappe/desk/page/setup_wizard/setup_wizard.js +266,Setting up your system,Menyiapkan sistem anda
apps/frappe/frappe/desk/page/setup_wizard/setup_wizard.js +267,Starting Frappé ...,Memulai pengaturan...
apps/frappe/frappe/desk/page/setup_wizard/setup_wizard.js +277,Retry,Mencoba kembali
apps/frappe/frappe/desk/page/setup_wizard/setup_wizard.js +348,Hello!,Selamat Bergabung!
apps/frappe/frappe/desk/page/setup_wizard/setup_wizard.js +350,Let's prepare the system for first use.,Mari persiapkan sistem untuk penggunaan pertama kali.
apps/frappe/frappe/desk/page/setup_wizard/setup_wizard.js +353,Your Language,Bahasa Anda
apps/frappe/frappe/desk/page/setup_wizard/setup_wizard.js +380,Select Your Region,Pilih Wilayah Anda
apps/frappe/frappe/desk/page/setup_wizard/setup_wizard.js +382,"Select your Country, Time Zone and Currency","Pilih Negara, Zona Waktu dan Mata Uang"
apps/frappe/frappe/desk/page/setup_wizard/setup_wizard.js +384,Your Country,Negara Anda
apps/frappe/frappe/desk/page/setup_wizard/setup_wizard.js +411,The First User: You,Pengguna Pertama: Anda
apps/frappe/frappe/desk/page/setup_wizard/setup_wizard.js +415,Attach Your Picture,Pasang Gambar Anda
apps/frappe/frappe/desk/page/setup_wizard/setup_wizard.js +418,Will be your login ID,Akan menjadi nama login anda
apps/frappe/frappe/desk/page/setup_wizard/setup_wizard.js +422,The first user will become the System Manager (you can change this later).,Pengguna pertama akan menjadi System Manager (anda dapat mengubahnya nanti).
apps/frappe/frappe/desk/query_report.py +21,You don't have access to Report: {0},Anda tidak memiliki akses ke Laporan: {0}
apps/frappe/frappe/desk/query_report.py +24,You don't have permission to get a report on: {0},Anda tidak memiliki izin untuk mendapatkan laporan tentang: {0}
apps/frappe/frappe/desk/query_report.py +28,Report {0} is disabled,Laporan {0} dinonaktifkan
apps/frappe/frappe/desk/query_report.py +78,Must have report permission to access this report.,Harus memiliki izin laporan untuk mengakses laporan ini.
apps/frappe/frappe/desk/query_report.py +84,Must specify a Query to run,Harus menentukan Query untuk menjalankan
apps/frappe/frappe/desk/query_report.py +88,Query must be a SELECT,"Query harus berupa ""SELECT"""
apps/frappe/frappe/desk/query_report.py +227,Total,Total
apps/frappe/frappe/desk/report/todo/todo.py +19,ID,ID
apps/frappe/frappe/desk/report/todo/todo.py +20,Assigned To/Owner,Ditugaskan Kepada/Owner
apps/frappe/frappe/desk/reportview.py +110,{0} is saved,{0} telah disimpan
apps/frappe/frappe/desk/reportview.py +225,Deleting {0},Menghapus {0}
apps/frappe/frappe/desk/reportview.py +266,No Tags,Tidak ada Tags
apps/frappe/frappe/desk/search.py +42,This query style is discontinued,Model kueri ini sudah dihentikan
apps/frappe/frappe/email/doctype/auto_email_report/auto_email_report.js +30,Please enable pop-ups,Aktifkan pop-up
apps/frappe/frappe/email/doctype/auto_email_report/auto_email_report.js +33,Send Now,Kirim sekarang
apps/frappe/frappe/email/doctype/auto_email_report/auto_email_report.js +38,Scheduled to send,Dijadwalkan untuk mengirim
apps/frappe/frappe/email/doctype/auto_email_report/auto_email_report.js +65,Click table to edit,Klik tabel untuk mengedit
apps/frappe/frappe/email/doctype/auto_email_report/auto_email_report.py +43,Only {0} emailed reports are allowed per user,Hanya {0} laporan melalui Email diperbolehkan per pengguna
apps/frappe/frappe/email/doctype/auto_email_report/auto_email_report.py +49,"%s is not a valid report format. Report format should \
				one of the following %s",%s bukan format laporan yang valid. Format laporan harus \ salah satu %s berikut
apps/frappe/frappe/email/doctype/auto_email_report/auto_email_report.py +84,Invalid Output Format,Output Format valid
apps/frappe/frappe/email/doctype/auto_email_report/auto_email_report.py +120,Please set filters value in Report Filter table.,Silakan tetapkan nilai penyaringan dalam tabel Penyaringan Laporan.
apps/frappe/frappe/email/doctype/email_account/email_account.js +151,"Email Domain not configured for this account, Create one?","Domain Email tidak dikonfigurasi untuk akun ini, Buat satu?"
apps/frappe/frappe/email/doctype/email_account/email_account.js +183,"You are selecting Sync Option as ALL, It will resync all \
				read as well as unread message from server. This may also cause the duplication\
				of Communication (emails).","Anda memilih Opsi Sync sebagai ALL, itu akan menyelaraskan semua \ pesan yang sudah dan belum dibaca dari server. Hal ini juga dapat menyebabkan duplikasi \ Komunikasi (email)."
apps/frappe/frappe/email/doctype/email_account/email_account.py +44,Login Id is required,Nama Login diperlukan
apps/frappe/frappe/email/doctype/email_account/email_account.py +53,"Email id must be unique, Email Account is already exist \
				for {0}","Nama email harus unik, Akun Email sudah ada \ untuk {0}"
apps/frappe/frappe/email/doctype/email_account/email_account.py +60,Append To is mandatory for incoming mails,Tambahkan Ke wajib untuk email masuk
apps/frappe/frappe/email/doctype/email_account/email_account.py +74,Password is required or select Awaiting Password,Password diperlukan atau pilih Menunggu Password
apps/frappe/frappe/email/doctype/email_account/email_account.py +78,{0} is mandatory,{0} wajib diisi
apps/frappe/frappe/email/doctype/email_account/email_account.py +85,Append To can be one of {0},Tambahkan Ke dapat merupakan salah satu {0}
apps/frappe/frappe/email/doctype/email_account/email_account.py +171,Authentication failed while receiving emails from Email Account {0}. Message from server: {1},Otentikasi gagal saat menerima Email dari Akun Email {0}. Pesan dari server: {1}
apps/frappe/frappe/email/doctype/email_account/email_account.py +253,Error while connecting to email account {0},Kesalahan saat menyambung ke akun email {0}
apps/frappe/frappe/email/doctype/email_account/email_account.py +557,Re:,Balas:
apps/frappe/frappe/email/doctype/email_account/email_account_list.js +6,Default Sending and Inbox,Mengirim dan Inbox Default
